ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_000100,2023-12-15T15:27:49,CUST_01302,non_profit,email,mobile_app,security_concern,high,closed_no_action,standard,There seems to be a vulnerability in the mobile app functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,61.08,0,negative,0,1,ios,NA
TCKT_000101,2023-11-28T18:18:11,CUST_08233,non_profit,phone_transcript,billing,security_concern,low,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",61.1,0,very_negative,0,0,web,LATAM
TCKT_000102,2023-10-30T20:04:42,CUST_04264,enterprise,web_form,data_export,feature_request,low,resolved,standard,Can you add an option to customize data export?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,44.69,0,positive,5,1,android,MEA
TCKT_000103,2023-05-14T18:16:27,CUST_05942,enterprise,in_app,notifications,other,medium,open,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,desktop_app,MEA
TCKT_000104,2022-05-19T08:05:14,CUST_09443,enterprise,phone_transcript,notifications,billing_problem,high,on_hold,platinum,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,1,very_negative,2,0,ios,LATAM
TCKT_000105,2022-03-08T00:16:34,CUST_07102,small_business,web_form,api_integration,security_concern,urgent,in_progress,gold,We need details about your data encryption and compliance.,We take security very seriously. This has been escalated to our on-call team for immediate attention.,,,0,negative,3,0,web,LATAM
TCKT_000106,2022-02-14T20:35:54,CUST_01640,enterprise,chat,analytics_dashboard,billing_problem,medium,in_progress,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,1,neutral,4,1,ios,APAC
TCKT_000107,2022-04-15T05:17:24,CUST_04091,enterprise,in_app,data_export,account_access,urgent,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,Reset account credentials and confirmed successful login.,4.22,0,very_negative,1,0,web,MEA
TCKT_000108,2022-05-06T22:25:26,CUST_05605,small_business,email,login_auth,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",25.53,0,very_negative,1,1,api_client,EU
TCKT_000109,2025-07-04T17:21:19,CUST_04807,education,web_form,analytics_dashboard,bug,urgent,resolved,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,Patched the bug and deployed a fix to production.,2.57,0,negative,2,0,ios,EU
TCKT_000110,2022-12-03T08:44:06,CUST_01501,education,chat,mobile_app,performance,medium,resolved,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,18.04,0,neutral,0,1,api_client,MEA
TCKT_000111,2025-08-26T01:47:39,CUST_07981,enterprise,web_form,data_export,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,54.39,0,very_negative,1,0,desktop_app,APAC
TCKT_000112,2024-08-07T18:03:56,CUST_08685,enterprise,phone_transcript,login_auth,how_to,medium,in_progress,standard,Can you explain how to configure login auth properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,0,0,android,APAC
TCKT_000113,2022-03-19T22:20:15,CUST_03811,individual,in_app,notifications,feature_request,low,open,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,android,LATAM
TCKT_000114,2024-12-14T01:33:31,CUST_09455,enterprise,in_app,notifications,account_access,low,open,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,android,APAC
TCKT_000115,2022-10-25T17:08:45,CUST_02034,small_business,phone_transcript,login_auth,account_access,low,in_progress,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,api_client,EU
TCKT_000116,2024-07-29T07:18:18,CUST_01829,enterprise,email,billing,account_access,high,open,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,positive,4,0,android,LATAM
TCKT_000117,2025-05-08T00:18:14,CUST_05691,individual,email,api_integration,account_access,medium,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,40.55,0,very_negative,0,1,desktop_app,LATAM
TCKT_000118,2024-09-09T18:50:33,CUST_06403,enterprise,chat,billing,account_access,high,resolved,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,5.98,0,negative,2,0,web,NA
TCKT_000119,2023-02-14T12:53:05,CUST_09042,education,web_form,billing,bug,medium,in_progress,gold,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,android,MEA
TCKT_000120,2024-05-24T05:09:33,CUST_01381,enterprise,email,login_auth,how_to,low,resolved,standard,Can you explain how to configure login auth properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,16.29,0,very_positive,5,0,desktop_app,MEA
TCKT_000121,2025-06-13T15:11:20,CUST_09611,non_profit,in_app,login_auth,security_concern,low,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",24.62,0,neutral,4,1,desktop_app,APAC
TCKT_000122,2024-08-26T08:28:11,CUST_04037,non_profit,web_form,mobile_app,bug,urgent,open,gold,The mobile app feature is not saving my changes.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,,,0,neutral,3,0,web,EU
TCKT_000123,2022-06-10T15:52:58,CUST_01313,small_business,phone_transcript,data_export,how_to,high,resolved,gold,How can I export my data from the data export section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,20.56,0,very_positive,5,0,android,EU
TCKT_000124,2025-04-02T14:48:09,CUST_04287,non_profit,email,login_auth,bug,medium,in_progress,gold,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,1,desktop_app,MEA
TCKT_000125,2023-01-06T04:31:27,CUST_06507,education,phone_transcript,billing,billing_problem,low,closed_no_action,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,144.14,0,neutral,0,1,ios,LATAM
TCKT_000126,2023-11-24T15:24:10,CUST_01137,individual,chat,mobile_app,billing_problem,medium,in_progress,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,0,web,MEA
TCKT_000127,2023-05-13T22:14:33,CUST_05353,small_business,chat,mobile_app,feature_request,urgent,on_hold,gold,It would be great to have mobile app support in your product.,Thanks for your feature suggestion. This has been escalated to our on-call team for immediate attention.,,,0,very_positive,0,0,web,EU
TCKT_000128,2022-09-23T07:21:21,CUST_07492,enterprise,in_app,data_export,account_access,low,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,45.26,0,negative,2,0,web,LATAM
